age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
44,technician,single,university.degree,no,yes,no,cellular,763.0,3,999.0,0,nonexistent,yes
40,admin.,married,high.school,unknown,yes,no,telephone,299.0,1,999.0,0,nonexistent,no
37,technician,single,high.school,no,yes,no,telephone,,2,999.0,2,failure,no
52,entrepreneur,married,unknown,no,yes,no,cellular,149.0,1,999.0,0,nonexistent,no
33,technician,single,professional.course,no,yes,yes,cellular,13.0,3,999.0,0,nonexistent,no
41,unknown,married,basic.6y,no,no,yes,telephone,220.0,4,999.0,0,nonexistent,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,,4,999.0,0,nonexistent,no
34,management,married,university.degree,no,no,no,cellular,323.0,3,999.0,1,failure,no
82,retired,married,university.degree,no,yes,no,cellular,526.0,1,999.0,0,nonexistent,no
36,blue-collar,married,basic.9y,no,unknown,unknown,cellular,329.0,2,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,unknown,yes,yes,telephone,72.0,1,999.0,0,nonexistent,no
38,admin.,married,basic.6y,no,yes,no,cellular,294.0,3,999.0,0,nonexistent,no
43,admin.,single,university.degree,no,yes,yes,cellular,57.0,4,999.0,0,nonexistent,no
40,technician,single,high.school,no,yes,no,cellular,76.0,2,999.0,0,nonexistent,no
34,blue-collar,married,professional.course,no,yes,yes,cellular,19.0,7,999.0,0,nonexistent,no
42,unemployed,married,high.school,unknown,no,no,telephone,89.0,1,999.0,0,nonexistent,no
46,blue-collar,single,basic.9y,unknown,no,no,cellular,121.0,1,999.0,0,nonexistent,no
37,admin.,married,high.school,no,yes,no,telephone,599.0,3,999.0,0,nonexistent,no
38,blue-collar,married,high.school,unknown,yes,no,telephone,203.0,2,999.0,0,nonexistent,no
999,entrepreneur,married,high.school,no,no,no,telephone,135.0,6,999.0,0,nonexistent,no
36,technician,single,university.degree,no,no,no,telephone,61.0,3,999.0,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,telephone,,5,999.0,0,nonexistent,no
999,admin.,single,university.degree,no,no,no,cellular,167.0,1,999.0,0,nonexistent,no
40,services,married,basic.6y,unknown,no,yes,telephone,39.0,3,999.0,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,yes,telephone,55.0,1,999.0,0,nonexistent,no
24,admin.,single,professional.course,no,yes,no,cellular,125.0,6,999.0,0,nonexistent,no
26,blue-collar,married,basic.9y,no,yes,no,telephone,209.0,3,999.0,0,nonexistent,no
55,retired,married,basic.4y,unknown,no,yes,cellular,599.0,4,999.0,0,nonexistent,no
46,management,married,university.degree,no,unknown,unknown,cellular,83.0,2,12.0,2,failure,no
39,blue-collar,single,basic.4y,no,yes,no,cellular,243.0,1,999.0,1,failure,no
45,blue-collar,married,basic.9y,no,no,no,cellular,61.0,3,999.0,0,nonexistent,no
50,blue-collar,married,unknown,unknown,no,no,cellular,114.0,1,999.0,0,nonexistent,no
52,management,married,university.degree,no,yes,no,telephone,27.0,10,,0,nonexistent,no
55,admin.,married,high.school,no,yes,yes,telephone,692.0,1,999.0,0,nonexistent,no
29,admin.,single,basic.9y,unknown,no,no,telephone,333.0,1,999.0,0,nonexistent,no
42,technician,married,professional.course,no,yes,no,telephone,76.0,1,999.0,0,nonexistent,no
36,services,married,high.school,no,no,no,telephone,361.0,1,999.0,0,nonexistent,no
27,technician,,basic.9y,no,yes,no,cellular,131.0,1,999.0,0,nonexistent,no
27,services,single,high.school,no,no,no,cellular,1071.0,3,999.0,0,nonexistent,yes
54,technician,single,university.degree,no,yes,yes,cellular,121.0,1,999.0,1,failure,no
36,technician,single,professional.course,unknown,no,no,telephone,180.0,3,999.0,0,nonexistent,no
49,admin.,single,university.degree,no,no,no,cellular,132.0,1,999.0,1,failure,no
58,retired,married,professional.course,unknown,no,no,cellular,158.0,3,999.0,1,failure,no
24,student,single,high.school,no,yes,no,cellular,173.0,1,999.0,3,failure,no
33,admin.,single,university.degree,no,no,no,cellular,206.0,1,3.0,1,success,yes
30,technician,married,high.school,no,yes,no,cellular,862.0,9,999.0,0,nonexistent,no
34,entrepreneur,married,unknown,no,yes,yes,cellular,684.0,1,999.0,0,nonexistent,no
56,blue-collar,married,basic.4y,no,no,no,telephone,136.0,2,999.0,0,nonexistent,no
999,blue-collar,married,basic.9y,no,yes,no,cellular,91.0,3,999.0,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,no,telephone,86.0,4,,0,nonexistent,no
32,entrepreneur,married,basic.4y,no,yes,no,cellular,547.0,7,999.0,0,nonexistent,no
43,admin.,married,university.degree,unknown,yes,no,telephone,2016.0,2,999.0,0,nonexistent,yes
43,entrepreneur,married,professional.course,no,no,no,cellular,233.0,4,999.0,0,nonexistent,no
25,admin.,single,high.school,no,yes,no,cellular,62.0,11,999.0,0,nonexistent,no
22,services,single,professional.course,no,yes,yes,cellular,239.0,1,3.0,2,success,yes
55,retired,married,basic.4y,no,no,no,cellular,130.0,2,999.0,0,nonexistent,no
49,admin.,single,high.school,no,no,no,telephone,501.0,2,999.0,0,nonexistent,no
45,entrepreneur,married,university.degree,unknown,yes,no,telephone,278.0,7,999.0,0,nonexistent,no
54,unemployed,married,basic.9y,no,yes,no,cellular,200.0,1,999.0,0,nonexistent,yes
32,blue-collar,married,basic.4y,unknown,no,no,telephone,1083.0,2,999.0,0,nonexistent,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,9.0,6,,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,146.0,3,999.0,0,nonexistent,no
41,housemaid,married,high.school,no,yes,no,telephone,1074.0,1,999.0,0,nonexistent,yes
24,blue-collar,married,basic.9y,unknown,yes,no,telephone,226.0,1,999.0,0,nonexistent,no
51,blue-collar,married,basic.6y,unknown,yes,yes,telephone,88.0,2,999.0,0,nonexistent,no
26,blue-collar,single,high.school,no,yes,no,telephone,167.0,1,999.0,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,7.0,1,,0,nonexistent,no
29,self-employed,married,basic.9y,unknown,yes,no,telephone,40.0,7,999.0,0,nonexistent,no
38,admin.,divorced,university.degree,no,no,no,cellular,140.0,2,999.0,0,nonexistent,no
27,services,single,high.school,no,yes,no,cellular,148.0,1,999.0,0,nonexistent,no
50,technician,married,professional.course,no,yes,no,cellular,1978.0,1,999.0,0,nonexistent,yes
47,admin.,married,high.school,unknown,no,no,cellular,96.0,3,999.0,0,nonexistent,no
42,admin.,single,university.degree,no,yes,yes,telephone,938.0,1,999.0,0,nonexistent,yes
53,admin.,divorced,high.school,no,no,no,cellular,209.0,1,999.0,0,nonexistent,yes
49,admin.,divorced,high.school,no,no,no,cellular,128.0,3,999.0,1,failure,no
999,admin.,single,university.degree,no,yes,yes,cellular,338.0,1,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,164.0,3,999.0,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,95.0,1,999.0,0,nonexistent,no
48,blue-collar,single,basic.9y,no,no,no,cellular,141.0,2,999.0,0,nonexistent,no
31,admin.,single,university.degree,no,unknown,unknown,cellular,95.0,5,999.0,0,nonexistent,no
35,admin.,married,university.degree,no,no,yes,telephone,79.0,4,999.0,0,nonexistent,no
57,blue-collar,divorced,basic.9y,no,yes,no,telephone,,2,999.0,0,nonexistent,no
26,services,single,high.school,unknown,yes,no,cellular,34.0,3,999.0,0,nonexistent,no
63,retired,married,high.school,no,no,no,cellular,335.0,1,999.0,0,nonexistent,yes
58,blue-collar,married,basic.4y,no,no,no,telephone,469.0,2,999.0,0,nonexistent,no
48,technician,married,unknown,no,yes,no,telephone,429.0,1,999.0,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,180.0,5,999.0,0,nonexistent,no
34,technician,married,professional.course,no,yes,no,cellular,50.0,1,999.0,0,nonexistent,no
46,technician,divorced,professional.course,no,no,no,cellular,231.0,3,999.0,0,nonexistent,no
30,blue-collar,single,unknown,no,yes,no,telephone,235.0,2,999.0,0,nonexistent,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,158.0,1,999.0,1,failure,no
52,admin.,divorced,high.school,no,yes,yes,cellular,80.0,2,999.0,0,nonexistent,no
37,admin.,single,high.school,no,yes,no,telephone,49.0,4,999.0,0,nonexistent,no
38,blue-collar,married,basic.6y,no,no,no,telephone,559.0,1,999.0,0,nonexistent,no
59,admin.,married,university.degree,unknown,no,yes,telephone,49.0,1,999.0,0,nonexistent,no
46,management,married,university.degree,no,yes,no,telephone,258.0,5,,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,telephone,53.0,3,999.0,0,nonexistent,no
59,technician,married,university.degree,unknown,unknown,unknown,telephone,123.0,1,999.0,0,nonexistent,no
41,technician,married,university.degree,no,no,yes,telephone,145.0,1,999.0,0,nonexistent,no
42,admin.,married,university.degree,no,yes,no,cellular,75.0,2,4.0,1,success,no
51,entrepreneur,married,illiterate,no,no,no,cellular,87.0,2,999.0,0,nonexistent,no
32,services,married,basic.9y,no,yes,no,telephone,71.0,3,999.0,0,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,257.0,1,999.0,0,nonexistent,no
999,blue-collar,married,basic.9y,no,no,no,telephone,490.0,1,999.0,0,nonexistent,no
43,management,married,university.degree,no,yes,no,telephone,339.0,4,999.0,0,nonexistent,no
33,technician,married,professional.course,unknown,yes,no,cellular,31.0,1,999.0,0,nonexistent,no
27,services,married,basic.9y,no,yes,no,telephone,162.0,2,999.0,0,nonexistent,no
32,admin.,single,high.school,no,yes,no,telephone,209.0,2,999.0,0,nonexistent,no
42,blue-collar,married,basic.4y,no,no,no,telephone,110.0,4,,0,nonexistent,no
54,unemployed,married,basic.9y,no,no,no,cellular,193.0,1,3.0,1,success,yes
999,blue-collar,married,basic.9y,no,yes,no,cellular,72.0,1,999.0,2,failure,no
30,admin.,single,university.degree,no,no,no,cellular,1336.0,4,999.0,0,nonexistent,yes
41,housemaid,married,basic.4y,unknown,no,no,cellular,17.0,24,999.0,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,telephone,176.0,7,999.0,0,nonexistent,no
59,management,married,university.degree,no,no,no,cellular,414.0,1,999.0,0,nonexistent,no
999,admin.,divorced,university.degree,no,yes,no,cellular,551.0,1,999.0,3,failure,no
33,technician,single,professional.course,no,no,no,cellular,148.0,2,999.0,0,nonexistent,no
30,management,married,university.degree,no,no,no,telephone,221.0,2,999.0,0,nonexistent,no
47,entrepreneur,married,high.school,no,no,no,telephone,118.0,1,999.0,0,nonexistent,no
50,technician,married,professional.course,no,yes,no,telephone,78.0,5,999.0,0,nonexistent,no
34,services,married,high.school,no,no,no,cellular,462.0,2,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,telephone,194.0,1,999.0,0,nonexistent,no
999,management,divorced,university.degree,no,no,no,cellular,342.0,3,999.0,0,nonexistent,no
30,blue-collar,married,basic.4y,no,no,no,cellular,205.0,1,999.0,0,nonexistent,no
30,services,single,high.school,unknown,yes,no,cellular,451.0,1,999.0,0,nonexistent,no
51,blue-collar,married,professional.course,no,no,yes,cellular,17.0,5,999.0,0,nonexistent,no
35,technician,single,professional.course,no,unknown,unknown,telephone,14.0,21,999.0,0,nonexistent,no
44,blue-collar,married,basic.9y,no,yes,yes,telephone,247.0,3,999.0,0,nonexistent,no
40,technician,married,professional.course,no,no,no,cellular,175.0,1,999.0,0,nonexistent,no
40,blue-collar,married,basic.6y,no,yes,no,cellular,123.0,1,999.0,0,nonexistent,no
38,admin.,married,basic.6y,no,no,no,cellular,35.0,25,999.0,0,nonexistent,no
36,services,married,high.school,no,yes,no,telephone,352.0,2,999.0,0,nonexistent,no
84,retired,divorced,basic.4y,no,yes,yes,cellular,666.0,1,3.0,2,success,yes
999,blue-collar,single,basic.4y,no,yes,yes,cellular,104.0,5,999.0,0,nonexistent,no
57,admin.,divorced,university.degree,unknown,no,no,cellular,22.0,4,,1,failure,no
57,blue-collar,divorced,basic.4y,no,no,no,telephone,30.0,2,999.0,0,nonexistent,no
999,blue-collar,married,unknown,no,no,no,telephone,286.0,1,999.0,0,nonexistent,no
51,entrepreneur,married,basic.6y,unknown,yes,no,cellular,92.0,15,999.0,0,nonexistent,no
35,services,married,high.school,unknown,no,no,telephone,267.0,1,999.0,0,nonexistent,no
30,admin.,single,high.school,no,no,no,telephone,177.0,3,999.0,0,nonexistent,no
49,admin.,married,university.degree,no,yes,no,telephone,15.0,5,999.0,0,nonexistent,no
31,admin.,married,university.degree,no,no,yes,cellular,438.0,1,999.0,0,nonexistent,no
46,admin.,married,university.degree,no,yes,no,telephone,193.0,7,999.0,0,nonexistent,no
999,blue-collar,single,basic.9y,no,yes,yes,telephone,277.0,2,999.0,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,773.0,2,999.0,0,nonexistent,yes
22,unemployed,single,university.degree,no,no,yes,telephone,34.0,2,999.0,0,nonexistent,no
41,services,married,high.school,no,yes,no,cellular,56.0,8,999.0,0,nonexistent,no
999,technician,divorced,professional.course,unknown,unknown,unknown,telephone,182.0,2,,0,nonexistent,no
28,entrepreneur,married,basic.9y,unknown,no,no,telephone,73.0,1,999.0,0,nonexistent,no
54,blue-collar,married,basic.4y,unknown,no,no,cellular,,3,999.0,0,nonexistent,no
19,student,single,basic.9y,no,no,yes,telephone,567.0,1,6.0,2,success,yes
31,admin.,divorced,university.degree,no,yes,no,cellular,77.0,6,999.0,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,736.0,1,999.0,0,nonexistent,yes
44,blue-collar,married,basic.9y,no,yes,no,telephone,455.0,2,999.0,0,nonexistent,no
30,admin.,single,university.degree,no,no,yes,cellular,69.0,2,999.0,0,nonexistent,no
24,blue-collar,single,high.school,no,yes,no,cellular,202.0,1,999.0,3,failure,no
29,unemployed,married,university.degree,no,unknown,unknown,cellular,177.0,2,999.0,0,nonexistent,no
52,blue-collar,married,basic.4y,no,yes,no,cellular,126.0,1,999.0,0,nonexistent,no
37,blue-collar,married,basic.6y,no,no,no,cellular,84.0,5,999.0,0,nonexistent,no
51,management,married,basic.9y,no,yes,yes,cellular,79.0,6,999.0,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,186.0,5,999.0,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,204.0,1,999.0,0,nonexistent,no
36,admin.,married,university.degree,no,no,no,cellular,641.0,4,999.0,0,nonexistent,yes
41,blue-collar,married,basic.9y,no,no,no,cellular,367.0,3,999.0,1,failure,yes
57,retired,divorced,basic.9y,no,yes,no,cellular,69.0,3,999.0,1,failure,no
33,blue-collar,married,high.school,no,no,no,telephone,858.0,1,999.0,0,nonexistent,yes
999,admin.,married,university.degree,no,yes,yes,cellular,131.0,1,999.0,0,nonexistent,no
55,technician,married,basic.9y,no,yes,no,telephone,183.0,2,999.0,0,nonexistent,no
49,technician,married,high.school,no,yes,no,telephone,80.0,1,999.0,0,nonexistent,no
53,management,married,university.degree,no,yes,yes,cellular,106.0,1,999.0,0,nonexistent,no
23,admin.,single,high.school,no,no,no,telephone,331.0,1,999.0,0,nonexistent,no
71,retired,married,university.degree,no,no,no,cellular,349.0,1,999.0,0,nonexistent,yes
30,unemployed,married,high.school,no,yes,no,cellular,272.0,2,999.0,0,nonexistent,no
54,retired,,basic.4y,unknown,no,no,telephone,1730.0,1,999.0,0,nonexistent,yes
46,blue-collar,single,basic.4y,no,yes,yes,cellular,145.0,1,999.0,0,nonexistent,no
34,admin.,married,high.school,no,no,no,telephone,357.0,1,,0,nonexistent,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,864.0,4,999.0,0,nonexistent,yes
58,retired,married,professional.course,unknown,no,no,cellular,120.0,2,999.0,0,nonexistent,no
39,admin.,single,high.school,no,yes,no,telephone,215.0,3,999.0,0,nonexistent,no
37,unemployed,single,basic.9y,no,yes,no,telephone,144.0,1,999.0,0,nonexistent,no
30,blue-collar,single,basic.6y,unknown,yes,no,telephone,100.0,1,999.0,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,cellular,82.0,1,999.0,0,nonexistent,no
45,admin.,divorced,university.degree,no,yes,no,cellular,121.0,2,999.0,0,nonexistent,no
35,admin.,married,high.school,no,no,no,cellular,72.0,1,999.0,0,nonexistent,no
58,retired,married,university.degree,no,yes,no,telephone,12.0,1,999.0,0,nonexistent,no
35,technician,married,university.degree,no,yes,no,cellular,12.0,12,999.0,0,nonexistent,no
36,admin.,married,professional.course,no,no,no,cellular,262.0,1,999.0,0,nonexistent,no
47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,30.0,2,999.0,0,nonexistent,no
42,technician,divorced,professional.course,no,yes,no,cellular,157.0,1,999.0,1,failure,no
999,admin.,single,high.school,no,yes,no,cellular,195.0,2,999.0,1,failure,no
55,management,single,unknown,no,no,yes,cellular,342.0,2,999.0,0,nonexistent,no
41,admin.,divorced,university.degree,no,no,no,cellular,115.0,4,999.0,0,nonexistent,no
49,entrepreneur,married,basic.4y,unknown,yes,no,cellular,491.0,2,,0,nonexistent,no
45,self-employed,divorced,university.degree,no,yes,no,telephone,229.0,4,999.0,0,nonexistent,no
999,management,single,university.degree,no,yes,no,cellular,685.0,2,999.0,0,nonexistent,yes
29,admin.,single,university.degree,no,yes,no,telephone,694.0,2,999.0,0,nonexistent,no
21,admin.,single,high.school,no,yes,no,cellular,102.0,1,999.0,0,nonexistent,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,250.0,3,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,unknown,yes,no,cellular,174.0,1,999.0,0,nonexistent,no
32,blue-collar,single,basic.9y,no,yes,no,telephone,22.0,17,999.0,0,nonexistent,no
38,technician,married,university.degree,no,no,no,cellular,186.0,1,999.0,1,failure,no
30,blue-collar,single,university.degree,no,yes,no,cellular,7.0,5,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,no,no,no,telephone,636.0,1,999.0,0,nonexistent,no
44,admin.,married,high.school,no,yes,no,cellular,118.0,1,999.0,0,nonexistent,no
51,self-employed,divorced,university.degree,no,yes,no,cellular,670.0,1,999.0,0,nonexistent,yes
43,blue-collar,divorced,basic.9y,no,yes,no,telephone,169.0,3,999.0,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,yes,telephone,53.0,7,999.0,0,nonexistent,no
42,admin.,divorced,university.degree,no,yes,no,cellular,195.0,1,999.0,0,nonexistent,no
45,blue-collar,married,basic.6y,unknown,yes,no,cellular,561.0,2,999.0,0,nonexistent,no
44,admin.,single,high.school,no,yes,no,cellular,804.0,2,999.0,1,failure,no
37,blue-collar,single,basic.9y,unknown,yes,yes,telephone,163.0,2,999.0,0,nonexistent,no
999,services,divorced,high.school,no,no,yes,cellular,51.0,7,999.0,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,cellular,55.0,22,999.0,0,nonexistent,no
48,entrepreneur,married,basic.9y,unknown,no,no,telephone,444.0,1,999.0,0,nonexistent,no
35,blue-collar,married,basic.4y,unknown,no,no,telephone,386.0,2,999.0,0,nonexistent,no
27,blue-collar,married,basic.6y,unknown,yes,no,telephone,235.0,1,999.0,0,nonexistent,no
27,technician,single,high.school,no,yes,no,cellular,407.0,11,999.0,0,nonexistent,no
999,admin.,married,university.degree,unknown,yes,no,cellular,244.0,1,999.0,0,nonexistent,no
49,technician,married,high.school,no,yes,no,telephone,435.0,1,999.0,0,nonexistent,no
999,admin.,married,university.degree,unknown,no,no,cellular,535.0,1,999.0,0,nonexistent,yes
36,blue-collar,married,basic.9y,no,no,no,telephone,89.0,7,999.0,0,nonexistent,no
36,admin.,married,university.degree,unknown,no,no,cellular,97.0,1,999.0,0,nonexistent,no
30,technician,single,university.degree,no,no,no,cellular,107.0,1,999.0,0,nonexistent,no
37,technician,married,university.degree,no,yes,no,cellular,364.0,1,999.0,1,failure,yes
25,blue-collar,married,basic.9y,unknown,no,no,telephone,97.0,4,999.0,0,nonexistent,no
56,management,married,unknown,no,yes,no,telephone,102.0,2,999.0,0,nonexistent,no
39,admin.,single,university.degree,no,yes,no,cellular,72.0,1,999.0,1,failure,no
37,services,married,high.school,unknown,yes,yes,telephone,73.0,3,999.0,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,65.0,2,999.0,0,nonexistent,no
43,admin.,divorced,university.degree,no,no,no,cellular,471.0,2,999.0,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,167.0,2,999.0,0,nonexistent,no
41,admin.,married,high.school,no,no,no,cellular,61.0,4,999.0,0,nonexistent,no
33,technician,single,professional.course,no,no,no,cellular,194.0,5,999.0,0,nonexistent,no
58,self-employed,married,unknown,unknown,no,no,cellular,250.0,2,999.0,0,nonexistent,no
36,admin.,married,high.school,no,no,no,telephone,127.0,4,999.0,0,nonexistent,no
29,blue-collar,single,basic.9y,no,no,no,cellular,174.0,1,999.0,0,nonexistent,no
40,technician,single,university.degree,no,no,no,cellular,105.0,2,3.0,1,success,yes
21,student,single,high.school,no,yes,no,cellular,326.0,2,999.0,1,failure,no
45,unemployed,married,high.school,no,no,no,cellular,213.0,4,6.0,2,success,no
999,admin.,single,university.degree,no,yes,no,cellular,175.0,4,999.0,0,nonexistent,no
54,admin.,married,university.degree,no,no,yes,cellular,,5,999.0,2,failure,no
28,admin.,single,university.degree,no,no,no,cellular,262.0,1,4.0,2,success,yes
999,technician,married,unknown,no,yes,no,cellular,273.0,1,16.0,1,success,no
18,student,single,basic.9y,no,yes,no,cellular,642.0,1,999.0,0,nonexistent,yes
999,admin.,single,university.degree,no,no,no,cellular,14.0,1,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,58.0,2,999.0,1,failure,no
47,technician,married,professional.course,unknown,no,no,telephone,,3,999.0,0,nonexistent,no
44,management,married,university.degree,no,yes,no,telephone,254.0,1,999.0,0,nonexistent,no
88,retired,married,basic.4y,no,no,no,cellular,127.0,2,999.0,0,nonexistent,no
57,retired,unknown,basic.4y,no,no,no,telephone,673.0,1,999.0,0,nonexistent,no
40,entrepreneur,married,basic.9y,no,yes,no,telephone,255.0,6,999.0,0,nonexistent,no
37,blue-collar,married,professional.course,no,no,yes,telephone,118.0,1,999.0,0,nonexistent,no
42,blue-collar,married,unknown,unknown,no,no,telephone,268.0,1,999.0,0,nonexistent,no
58,blue-collar,married,basic.9y,no,yes,no,cellular,92.0,1,999.0,1,failure,no
56,retired,married,university.degree,no,no,no,cellular,388.0,3,999.0,0,nonexistent,no
50,blue-collar,married,basic.9y,unknown,no,no,telephone,463.0,1,999.0,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,telephone,59.0,2,999.0,0,nonexistent,no
33,services,married,professional.course,no,yes,no,cellular,56.0,1,999.0,0,nonexistent,no
45,technician,married,professional.course,no,no,no,cellular,504.0,1,6.0,1,success,yes
47,blue-collar,married,basic.6y,unknown,no,no,cellular,197.0,3,999.0,0,nonexistent,no
999,management,married,professional.course,no,yes,no,telephone,172.0,1,999.0,0,nonexistent,no
49,blue-collar,married,basic.4y,no,yes,no,cellular,86.0,1,999.0,1,failure,no
51,entrepreneur,married,basic.9y,no,no,no,cellular,90.0,1,,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,cellular,266.0,2,999.0,1,failure,yes
42,services,single,high.school,no,yes,no,cellular,36.0,2,999.0,0,nonexistent,no
35,entrepreneur,divorced,university.degree,no,yes,no,cellular,92.0,2,999.0,1,failure,no
30,services,single,high.school,no,yes,no,cellular,248.0,5,999.0,0,nonexistent,no
55,technician,married,high.school,no,no,yes,cellular,71.0,2,999.0,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,telephone,265.0,3,999.0,0,nonexistent,no
49,services,married,high.school,unknown,yes,no,cellular,122.0,1,999.0,0,nonexistent,no
51,management,married,university.degree,no,no,no,cellular,644.0,2,999.0,0,nonexistent,yes
31,admin.,single,university.degree,no,yes,no,cellular,165.0,3,999.0,1,failure,no
24,student,single,high.school,no,unknown,unknown,telephone,86.0,1,999.0,0,nonexistent,no
42,unemployed,married,basic.6y,unknown,no,no,telephone,87.0,2,999.0,0,nonexistent,no
71,retired,married,professional.course,no,yes,yes,telephone,383.0,1,999.0,0,nonexistent,yes
24,technician,single,professional.course,no,no,no,telephone,240.0,4,999.0,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,243.0,1,999.0,0,nonexistent,no
47,services,divorced,high.school,no,no,no,telephone,421.0,1,999.0,0,nonexistent,no
34,admin.,unknown,university.degree,no,no,no,cellular,257.0,1,999.0,0,nonexistent,no
38,blue-collar,divorced,basic.9y,no,no,yes,telephone,70.0,4,999.0,0,nonexistent,no
35,blue-collar,married,basic.9y,unknown,yes,no,telephone,440.0,2,999.0,0,nonexistent,no
37,services,married,basic.9y,no,yes,no,telephone,518.0,1,999.0,0,nonexistent,no
35,technician,married,professional.course,no,unknown,unknown,cellular,12.0,12,999.0,0,nonexistent,no
30,technician,single,university.degree,no,no,no,cellular,183.0,7,999.0,0,nonexistent,no
29,admin.,married,basic.6y,no,no,yes,telephone,,3,999.0,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,cellular,38.0,1,999.0,0,nonexistent,no
41,services,married,high.school,no,no,no,cellular,396.0,2,999.0,0,nonexistent,yes
999,retired,divorced,professional.course,unknown,yes,yes,telephone,104.0,3,999.0,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,81.0,1,3.0,1,success,yes
28,blue-collar,single,basic.6y,no,yes,yes,cellular,20.0,6,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,140.0,7,999.0,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,cellular,91.0,2,999.0,0,nonexistent,no
58,retired,married,university.degree,unknown,yes,yes,cellular,269.0,1,999.0,0,nonexistent,no
29,services,married,high.school,unknown,yes,yes,cellular,129.0,4,999.0,0,nonexistent,no
41,unemployed,married,basic.9y,no,yes,no,cellular,272.0,1,999.0,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,yes,yes,cellular,575.0,6,999.0,0,nonexistent,no
25,blue-collar,married,basic.4y,no,no,no,telephone,480.0,1,999.0,0,nonexistent,no
41,management,married,high.school,unknown,yes,no,cellular,527.0,2,999.0,0,nonexistent,no
29,services,single,university.degree,no,yes,no,cellular,337.0,1,999.0,0,nonexistent,no
36,admin.,married,high.school,no,no,no,telephone,177.0,1,999.0,0,nonexistent,no
31,technician,,university.degree,no,yes,no,telephone,252.0,1,999.0,0,nonexistent,no
42,blue-collar,single,basic.6y,unknown,no,yes,telephone,198.0,2,999.0,0,nonexistent,no
38,technician,married,university.degree,no,no,no,cellular,204.0,1,999.0,0,nonexistent,no
32,admin.,single,university.degree,unknown,yes,no,telephone,258.0,1,999.0,0,nonexistent,no
34,admin.,unknown,university.degree,no,yes,yes,cellular,56.0,1,999.0,1,failure,no
40,admin.,single,basic.9y,no,yes,no,cellular,356.0,1,2.0,3,success,yes
37,admin.,single,university.degree,no,yes,yes,cellular,171.0,1,999.0,0,nonexistent,no
39,blue-collar,divorced,basic.9y,no,yes,no,cellular,191.0,1,999.0,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,no,cellular,298.0,1,999.0,0,nonexistent,no
60,unknown,single,unknown,unknown,yes,no,telephone,211.0,1,999.0,0,nonexistent,no
27,technician,single,high.school,no,no,no,cellular,215.0,1,999.0,0,nonexistent,no
43,management,married,university.degree,no,yes,no,cellular,343.0,7,999.0,0,nonexistent,no
48,admin.,married,university.degree,no,no,no,cellular,91.0,1,999.0,0,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,1529.0,2,999.0,0,nonexistent,no
35,services,married,high.school,no,no,no,cellular,130.0,3,999.0,1,failure,no
